#{"t_start": 1761630071.150025, "env_id": "None"}
r,l,t
100.0,414,259.719788
74.55,858,260.184877
100.0,414,260.473794
100.0,858,260.94039
-124.1,1193,261.334598
75.0,858,264.722911
-54.45,1145,265.296024
101.0,417,265.588324
75.0,858,266.052297
-70.1,2046,266.635959
-125.0,1078,267.008183
124.675,573,267.352768
100.85,797,267.779281
-97.1,1737,271.375634
100.0,858,271.829768
125.0,858,272.274475
100.0,340,272.537727
100.0,415,272.85483
100.0,858,273.320512
-89.6,1348,273.752938
76.25,800,274.172883
100.9,412,274.463557
110.4,854,274.920217
75.65,1222,278.413227
-125.0,1889,278.960392
101.0,426,279.255268
125.0,414,279.565697
75.0,858,280.025712
-125.0,1144,280.406728
100.0,858,280.848669
75.0,858,281.291485
99.55,858,281.735701
100.85,418,284.91203
75.0,858,285.377984
125.0,858,285.822525
75.0,858,286.270968
128.25,894,286.733006
75.0,858,287.175471
100.0,858,287.617528
124.025,605,287.980148
-97.05,1131,288.367517
100.0,414,288.653231
100.0,414,291.846713
100.0,415,292.196508
100.0,414,292.509578
100.0,858,292.976151
125.0,414,293.26819
100.4,1015,293.783137
100.0,414,294.076911
-39.45,1550,294.753829
101.0,416,295.04168
-74.35,1249,295.626091
75.0,858,296.066956
75.65,438,296.365477
125.4,913,299.833222
125.85,426,300.135585
100.0,858,300.595313
100.0,414,300.88997
-125.0,1715,301.420313
100.0,858,301.859525
100.0,414,302.153638
-125.0,1813,302.700799
100.0,414,302.98802
100.9,411,306.163666
100.0,414,306.508184
100.0,414,306.825171
125.65,426,307.139995
101.0,416,307.457554
-79.7,1686,308.181565
100.9,412,308.471634
125.85,335,308.747371
-79.45,1664,309.267418
-57.1,921,309.73319
125.15,831,310.169577
125.0,858,313.7127
-125.0,1043,314.099336
125.75,860,314.545001
125.375,590,314.90389
100.0,414,315.201101
100.0,414,315.513071
100.0,858,315.983186
-125.0,1240,316.385452
-125.0,934,316.854061
-125.0,1776,320.324667
100.0,415,320.654169
100.0,414,320.966933
125.0,340,321.249608
125.0,858,321.727114
100.0,858,322.178151
-122.25,1686,322.684495
125.0,858,323.13085
125.4,824,323.566735
75.0,858,324.010007
-98.15,1287,327.557314
125.8,425,327.860036
125.65,407,328.172052
125.0,414,328.482261
101.0,417,328.798054
75.0,858,329.265229
75.0,858,329.713267
125.9,792,330.139699
100.0,414,330.432166
75.0,858,330.893126
-98.2,1138,331.28242
100.9,410,331.568245
125.0,340,331.847128
75.0,858,335.326066
100.0,531,335.673053
100.0,414,335.973771
146.55,435,336.296059
100.0,414,336.607221
100.9,724,337.027528
100.8,818,337.475617
125.0,414,337.773894
100.9,411,338.0843
125.9,754,338.519554
75.0,858,338.968334
