#{"t_start": 1762040969.72041, "env_id": "None"}
r,l,t
-180.142857,1169,362.882696
-234.114286,646,363.253899
86.507143,1847,363.911713
-154.314286,1269,364.388949
-216.585714,660,364.707117
-163.142857,1736,365.395711
-202.7,1610,368.843564
-207.471429,1458,369.487684
-151.6,1261,370.029177
-219.321429,989,370.438911
-212.921429,929,370.83306
-201.892857,1044,371.25061
-193.307143,1511,371.883504
-140.035714,1375,375.287869
-190.671429,817,375.653785
-119.585714,2407,376.560043
-168.8,1520,377.190092
-177.428571,1560,377.844707
